Title,Actors,Directors,Genre,IMDb_Rating,Plot,Poster_Image,Link
Only You (2005 TV series),"['Han Chae-young', 'Jo Hyun-jae', 'Lee Chun-hee', 'Hong Soo-hyun']",['Choi Mun-seok'],"['Romantic comedy', 'Drama']",7.1,"Eun Jae left for culinary school in Italy with Jung Hyun Sung. She had an affair with Han Yi-Joon, resulting in pregnancy. Years later, they reunite when Yi-Joon hires Hyun Sung, leading to tensions as they confront unresolved feelings.   Eun Jae left for culinary school in Italy with Jung Hyun Sung. She had an affair with Han Yi-Joon, resulting in pregnancy. Years later, they reunite when Yi-Joon hires Hyun Sung, leading to tensions as they confront unresolved feelings. ",https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/OnlyYouKoreaPromo.jpg/220px-OnlyYouKoreaPromo.jpg,https://en.wikipedia.org/wiki/Only_You_(2005_TV_series)
Operation Proposal,"['Yoo Seung-ho', 'Park Eun-bin']",['Kim Woo-sun'],"['Romance', 'Fantasy']",6.8,"Kang Baek Ho realizes that he is in love with his best friend, Ham Yi Seul, on the day of her wedding to another man. He travels back in time to various events of their lives hoping to change the outcome of their relationship. Will Baek Ho be able to change the course of their fu... Read all   Kang Baek Ho realizes that he is in love with his best friend, Ham Yi Seul, on the day of her wedding to another man. He travels back in time to various events of their lives hoping to change the outcome of their relationship. Will Baek Ho be able to change the course of their fu... Read all Read all ",https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Operation_Proposal.jpg/220px-Operation_Proposal.jpg,https://en.wikipedia.org/wiki/Operation_Proposal
Orange Marmalade (TV series),"['Yeo Jin-goo', 'Kim Seolhyun', 'Lee Jong-hyun', 'Gil Eun-hye']","['Lee Hyung-min', 'Choi Sung-bum']","['Romance', 'Fantasy', 'Teen']",6.3,Jae-Min is a popular high school student. He falls in love with transfer student Ma-Ri. Ma-Ri though hides her true identity as a vampire.  Jae-Min is a popular high school student. He falls in love with transfer student Ma-Ri. Ma-Ri though hides her true identity as a vampire. ,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Orange_Marmalade_TV_poster.jpg/220px-Orange_Marmalade_TV_poster.jpg,https://en.wikipedia.org/wiki/Orange_Marmalade_(TV_series)
Our Beloved Summer,"['Choi Woo-shik', 'Kim Da-mi', 'Kim Sung-cheol', 'Roh Jeong-eui']",['Kim Yoon-jin'],"['Romantic comedy', 'Coming-of-age']",8.2,"A coming of age, romantic comedy revolving around ex-lovers who broke up with a promise never to meet again. But the documentary they filmed ten years ago gets the fame and they are by compulsion facing camera once more.   A coming of age, romantic comedy revolving around ex-lovers who broke up with a promise never to meet again. But the documentary they filmed ten years ago gets the fame and they are by compulsion facing camera once more. ",https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Our_Beloved_Summer.jpg/220px-Our_Beloved_Summer.jpg,https://en.wikipedia.org/wiki/Our_Beloved_Summer
Our Blooming Youth,"['Park Hyung-sik', 'Jeon So-nee', 'Pyo Ye-jin', 'Yoon Jong-seok', 'Lee Tae-sun']",['Lee Jong-jae'],"['Period drama', 'Romance', 'Mystery']",7.7,A story about a prince who receives a book about ghost stories containing all kinds of curses of life and feels that the curse is happening one by one  A story about a prince who receives a book about ghost stories containing all kinds of curses of life and feels that the curse is happening one by one ,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Our_Blooming_Youth.jpg/250px-Our_Blooming_Youth.jpg,https://en.wikipedia.org/wiki/Our_Blooming_Youth
Our Blues,"['Lee Byung-hun', 'Shin Min-a', 'Cha Seung-won', 'Lee Jung-eun', 'Uhm Jung-hwa', 'Han Ji-min', 'Kim Woo-bin']",['Kim Kyu-tae'],['Melodrama'],8.6,Romance is sweet and bitter - and life riddled with ups and downs - in multiple stories about people who live and work on bustling Jeju Island.  Romance is sweet and bitter - and life riddled with ups and downs - in multiple stories about people who live and work on bustling Jeju Island. ,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Our_Blues_%28TV_series%29.jpeg/250px-Our_Blues_%28TV_series%29.jpeg,https://en.wikipedia.org/wiki/Our_Blues
Our Dating Sim (TV series),"['Lee Jong-hyuk', 'Lee Seung-gyu']",['Lim Hyun-hee'],"['BL', 'Romance']",8,A story about what happens when two men who have been friends since school days meet again at work and create a dating simulation game.  A story about what happens when two men who have been friends since school days meet again at work and create a dating simulation game. ,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Our_Dating_Sim.jpg/220px-Our_Dating_Sim.jpg,https://en.wikipedia.org/wiki/Our_Dating_Sim_(TV_series)
Our Gap-soon,"['Kim So-eun', 'Song Jae-rim']",['Boo Sung-cheol [ko]'],"['Romantic', 'Comedy']",5.5,"A couple struggles to build a life together after he repeatedly fails professional exams, while she takes odd jobs to support them both as they prepare for civil service tests.  A couple struggles to build a life together after he repeatedly fails professional exams, while she takes odd jobs to support them both as they prepare for civil service tests. ",https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/OurGapsoonPoster.jpg/220px-OurGapsoonPoster.jpg,https://en.wikipedia.org/wiki/Our_Gap-soon
Over the Rainbow (2006 TV series),"['Ji Hyun-woo', 'Seo Ji-hye', 'Hwanhee', 'Kim Ok-vin']",['Han Hee'],"['Drama', 'Music', 'Romance']",6.8,"The bright and dark side of the world of stars is dramatically captured in this drama by giving a realistic depiction of singer-wannabes ambition and their dash for stardom. A story about the painstaking work it takes to become a popular singer, the intrigues and betrayals arisin... Read all   The bright and dark side of the world of stars is dramatically captured in this drama by giving a realistic depiction of singer-wannabes ambition and their dash for stardom. A story about the painstaking work it takes to become a popular singer, the intrigues and betrayals arisin... Read all Read all  ",https://upload.wikimedia.org/wikipedia/en/thumb/0/01/OverTheRainbow_poster.jpg/220px-OverTheRainbow_poster.jpg,https://en.wikipedia.org/wiki/Over_the_Rainbow_(2006_TV_series)
Padam Padam (TV series),"['Jung Woo-sung', 'Han Ji-min', 'Kim Bum']",['Kim Kyu-tae'],"['Romance', 'Fantasy', 'Crime']",7.4,"Yang Kang Chil was imprisoned for 16 years for a murder he didn't commit. When he's released, he goes to Seoul accompanied by his guardian angel.  Yang Kang Chil was imprisoned for 16 years for a murder he didn't commit. When he's released, he goes to Seoul accompanied by his guardian angel. ",https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Padam_Padam-poster.jpg/220px-Padam_Padam-poster.jpg,https://en.wikipedia.org/wiki/Padam_Padam_(TV_series)
Page Turner (TV series),"['Kim So-hyun', 'Ji Soo', 'Shin Jae-ha']",['Lee Jae-hoon'],['Musical'],7.7,A talented pianist student suddenly lost her sight.  A talented pianist student suddenly lost her sight. ,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Page_Turner_drama.jpg/220px-Page_Turner_drama.jpg,https://en.wikipedia.org/wiki/Page_Turner_(TV_series)
Painter of the Wind,"['Park Shin-yang', 'Moon Geun-young', 'Ryu Seung-ryong', 'Bae Soo-bin', 'Moon Chae-won']","['Jang Tae-yoo', 'Jin Hyuk']","['Historical', 'Romance']",7.8,"Shin Yoon Bok is a very talented painter who disguises herself as a boy so she can infiltrate the painting academy to improve her art--and search for her father's murderer. Kim Hong Do is the man who teaches Yoon Bok how to paint and falls in love with his apprentice, not knowing... Read all   Shin Yoon Bok is a very talented painter who disguises herself as a boy so she can infiltrate the painting academy to improve her art--and search for her father's murderer. Kim Hong Do is the man who teaches Yoon Bok how to paint and falls in love with his apprentice, not knowing... Read all Read all ",https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Painter_of_the_Wind-poster.jpg/220px-Painter_of_the_Wind-poster.jpg,https://en.wikipedia.org/wiki/Painter_of_the_Wind
Pale Moon (TV series),"['Kim Seo-hyung', 'Yoo Sun', 'Seo Young-hee', 'Lee Si-woo', 'Gong Jung-hwan [ko]', 'Lee Chun-hee', 'Yoon Hee-seok']","['Yoo Jong-seon', 'Jung Won-hee']","['Suspense thriller', 'Crime']",7.7,"Yoo I-hwa, a housewife, inadvertently encounters money from VIP bank clients during her contract job, spiraling her into an irreversible descent despite her initially content life amidst her husband's indifference.   Yoo I-hwa, a housewife, inadvertently encounters money from VIP bank clients during her contract job, spiraling her into an irreversible descent despite her initially content life amidst her husband's indifference. ",https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Paper_Moon_%28South_Korean_TV_series%29.jpeg/220px-Paper_Moon_%28South_Korean_TV_series%29.jpeg,https://en.wikipedia.org/wiki/Pale_Moon_(TV_series)
Pandora: Beneath the Paradise,"['Lee Ji-ah', 'Lee Sang-yoon', 'Jang Hee-jin', 'Park Ki-woong', 'Bong Tae-gyu']",['Choi Young-hoon'],"['Revenge', 'Thriller']",6.2,"Hong Tae-ra leads a life envied by all, with a perfect husband and a lovely daughter. However, her life takes a turn when repressed memories resurface.  Hong Tae-ra leads a life envied by all, with a perfect husband and a lovely daughter. However, her life takes a turn when repressed memories resurface. ",https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Pandora_-_Beneath_the_Paradise.png/250px-Pandora_-_Beneath_the_Paradise.png,https://en.wikipedia.org/wiki/Pandora:_Beneath_the_Paradise
Papa (TV series),"['Bae Yong-joon', 'Lee Young-ae']",['Jeon Ki-sang'],"['Romance', 'Drama', 'Family']",6,"Papa tells the story of three couples: Couple #1 ""Truthful love"" that matures through the asdness of break-up Hyun-jun and Sae-young, sho got married after a hot romance as a campus couple, collide because of trivial everyday problems. Ultimately, when Sae-young miscimceives her ... Read all   Papa tells the story of three couples: Couple #1 ""Truthful love"" that matures through the asdness of break-up Hyun-jun and Sae-young, sho got married after a hot romance as a campus couple, collide because of trivial everyday problems. Ultimately, when Sae-young miscimceives her ... Read all Read all  ",https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Papa_1996.jpg/220px-Papa_1996.jpg,https://en.wikipedia.org/wiki/Papa_(TV_series)
Paradise Ranch,"['Lee Yeon-hee', 'Shim Chang-min']",['Kim Chul-kyu'],"['Romance, Drama']",5.7,"Han Dong Joo (Max Changmin) and Lee Da Ji (Lee Yeon Hee) were once desperately in love and married at 19 after struggling to convince their parents, but they had divorced after a mere six months. Six years later, they meet coincidentally at a horse auction in Australia and discov... Read all   Han Dong Joo (Max Changmin) and Lee Da Ji (Lee Yeon Hee) were once desperately in love and married at 19 after struggling to convince their parents, but they had divorced after a mere six months. Six years later, they meet coincidentally at a horse auction in Australia and discov... Read all Read all ",https://upload.wikimedia.org/wikipedia/en/thumb/3/31/Paradise_Ranch_Poster.jpg/220px-Paradise_Ranch_Poster.jpg,https://en.wikipedia.org/wiki/Paradise_Ranch
Parasyte: The Grey,"['Jeon So-nee', 'Koo Kyo-hwan', 'Lee Jung-hyun']",['Yeon Sang-ho'],"['Science fiction', 'Horror', 'Body snatcher']",7.1,A group of humans wage war against the rising evil of unidentified parasitic life-forms that live off of human hosts and strive to grow their power  A group of humans wage war against the rising evil of unidentified parasitic life-forms that live off of human hosts and strive to grow their power ,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Parasyte_The_Grey_poster.png/250px-Parasyte_The_Grey_poster.png,https://en.wikipedia.org/wiki/Parasyte:_The_Grey
Parole Examiner Lee,"['Go Soo', 'Kwon Yu-ri', 'Baek Ji-won', 'Lee Hak-joo']",['Yoon Sang-ho'],"['Legal drama', 'Thriller']",7.3,Lawyer Lee Han-shin (Go Soo) becomes the final judge of prisoners and a 'parole officer' who stops people with bad conscience.  Lawyer Lee Han-shin (Go Soo) becomes the final judge of prisoners and a 'parole officer' who stops people with bad conscience. ,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Parole_Examiner_Lee_poster.png/250px-Parole_Examiner_Lee_poster.png,https://en.wikipedia.org/wiki/Parole_Examiner_Lee
Partners for Justice,"['Jung Jae-young', 'Jeong Yu-mi']","['No Do-cheol [ko] (season 1–2)', 'Hyun Ra-wae (season 1)', 'Han Jin-sun (season 2)']","['Crime', 'Mystery', 'Medical']",8.2,This show is about a brilliant forensic doctor and a rookie prosecutor who works together to solve cases.  This show is about a brilliant forensic doctor and a rookie prosecutor who works together to solve cases. ,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Partners_for_Justice_%28season_2%29.jpg/220px-Partners_for_Justice_%28season_2%29.jpg,https://en.wikipedia.org/wiki/Partners_for_Justice
Passionate Love (TV series),"['Sung Hoon', 'Choi Yoon-young']",['Bae Tae-sub'],"['Romance', 'Melodrama']",7.3,"Rich heir Kang Moo Yeol is haunted by family trauma and lost love. Years later, he falls for Han Yoo Jung, the independent younger sister of his ex, sparking a tragic love triangle with his half-brother.   Rich heir Kang Moo Yeol is haunted by family trauma and lost love. Years later, he falls for Han Yoo Jung, the independent younger sister of his ex, sparking a tragic love triangle with his half-brother. ",https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/PassionateLoveposter.jpg/220px-PassionateLoveposter.jpg,https://en.wikipedia.org/wiki/Passionate_Love_(TV_series)
Pasta (TV series),"['Gong Hyo-jin', 'Lee Sun-kyun', 'Lee Hanee', 'Alex Chu']",['Kwon Seok-jang'],['Romantic comedy'],7.5,"""Pasta"" is an unconventional love story that revolves around the kitchen of an Italian restaurant, La Sfera.  ""Pasta"" is an unconventional love story that revolves around the kitchen of an Italian restaurant, La Sfera. ",https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/TV_Pasta_poster.jpg/220px-TV_Pasta_poster.jpg,https://en.wikipedia.org/wiki/Pasta_(TV_series)
Payback (South Korean TV series),"['Lee Sun-kyun', 'Moon Chae-won', 'Kang Yoo-seok [ko]', 'Park Hoon']",['Lee Won-tae'],"['Revenge', 'Thriller', 'Legal drama', 'Action', 'Crime']",7.3,Eun returns to Korea when he is enlisted by his nephew to wage war against corrupt powers to protect his family.  Eun returns to Korea when he is enlisted by his nephew to wage war against corrupt powers to protect his family. ,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Payback_TV_series.jpg/250px-Payback_TV_series.jpg,https://en.wikipedia.org/wiki/Payback_(South_Korean_TV_series)
Pegasus Market,"['Kim Byung-chul', 'Lee Dong-hwi']",['Baek Seung-ryong'],['Drama Comedy'],7.7,"Employees at a struggling mart embrace their roles as kings, defying the customer-centric norms. The manager strives to revive the store, battling against a ruthless boss determined to ruin it.   Employees at a struggling mart embrace their roles as kings, defying the customer-centric norms. The manager strives to revive the store, battling against a ruthless boss determined to ruin it. ",https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Pegasus_Market.jpg/220px-Pegasus_Market.jpg,https://en.wikipedia.org/wiki/Pegasus_Market
Perfect Family,"['Park Ju-hyun', 'Yoon Se-ah', 'Kim Byung-chul']",['Isao Yukisada'],"['Family', 'Mystery']",7,"Choi Jin Hyeok's daughter comes home covered in blood, suspected of killing a friend. Another child goes missing, tensions rise as family and friends accuse each other.  Choi Jin Hyeok's daughter comes home covered in blood, suspected of killing a friend. Another child goes missing, tensions rise as family and friends accuse each other. ",https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Perfect_Family_poster.png/250px-Perfect_Family_poster.png,https://en.wikipedia.org/wiki/Perfect_Family_(TV_series)
